X1,X2
0.7448440334907858,0.3052628620531785
0.7086927684977264,0.29025344188623625
0.6960403957155857,0.2827187911214308
0.756960233078709,0.31250571572279545
0.6992882208512059,0.2875503109048622
0.7548636051793436,0.29986882101775264
0.759863165054152,0.31325957542747396
0.7131054880894514,0.29687123630168644
0.8038287481142669,0.30248514087356404
0.6757394001595838,0.2743185874279297
0.778362617517942,0.30678154024575766
0.7018548763218438,0.2885157010092615
0.7074459214764857,0.28681935594288327
0.7285951940809695,0.29706176652602734
0.7464128986076162,0.30109186377552494
0.7713638482562576,0.29881644492248305
0.7281709201839853,0.2892879184630617
0.71195857780658,0.28893680611744793
0.7495323165782953,0.29426718459769496
0.8210287209960363,0.3252859881536235
0.7958148390408447,0.30828062351915614
0.7860740741126254,0.3130680855852592
0.7101666369328679,0.2948059482321532
0.7509367113520355,0.3127416659245199
0.7996051369076445,0.3164057117348566
0.6582911166012062,0.2780619731825186
0.7034339266320582,0.2959215292960925
0.7746700759838537,0.31149916430759644
0.7223281085744592,0.2933516678549089
0.7306125872108726,0.2969069609058911
0.7539925823930393,0.29664105890704395
0.6989457685751466,0.2966516779742709
0.8222150215572562,0.3220723348814162
0.7295166165951811,0.30641694597957797
0.8059967588177295,0.3236517565554185
0.7586190620967047,0.2992320849359361
0.7082655457588904,0.29534872279344365
0.7691904685101048,0.29705985257407524
0.8156940171903716,0.3132648264878709
0.7175145202879718,0.2907085255361728
0.7860274823786773,0.3102882121812087
0.710035067633692,0.2869079473099496
0.7315601191304397,0.2974765637834778
0.8135644349936089,0.32744468783818714
0.7520586920949327,0.29073544319184863
0.7564775899342491,0.2976716068665549
0.7844496652049833,0.31694855691464835
0.7318617966264486,0.2937339729756447
0.7747926986381671,0.3037402674113755
0.7816065893994938,0.305987809854436
0.7337773384739152,0.2998350722934632
0.7921026942909595,0.30000943248143824
0.8527653839754736,0.32339607432056544
0.752011041596438,0.3005807451562621
0.6354507948830173,0.2820215740028548
0.722475686072385,0.28722904001590227
0.7811451292059317,0.31156681061492697
0.686417445978593,0.2798155609758501
0.752596227019136,0.30292951573642085
0.7791050585447789,0.30918571886716517
0.6623600308038431,0.2768450559212779
0.7604836843641182,0.30237535616176053
0.7613680747603868,0.29791915207315656
0.7357899116322705,0.2896835496541822
0.7363609657009668,0.2870566915147663
0.8103152288313935,0.31246815665473937
0.7481824186498757,0.3061701873117793
0.7063566629263984,0.2941128871690908
0.7865932957344525,0.3042223907775862
0.6960260549820807,0.285608855123752
0.7502139628534472,0.29989804204802945
0.7103797208311804,0.2887947905187937
0.8632928135284135,0.3334338287442558
0.7593720816577018,0.29849206901471653
0.802276352746757,0.3252347232242631
0.7031004883944603,0.28543615306081316
0.7278267695156951,0.2996429403967471
0.711606534277061,0.28999509749579633
0.6707591188180853,0.27697458401913305
0.7479486472354976,0.2959884281841468
0.773311016009824,0.30344904728736144
0.7178108402057827,0.2948609195786484
0.7549006182705502,0.3118548150020916
0.8433241809537806,0.31381504647862524
0.7850528512436591,0.30887807117599303
0.717007608563483,0.2981240293351513
0.7445783697128238,0.2997959560611647
0.8177510916911264,0.3216876585096502
0.6902089918477061,0.2742302713811277
0.6643468202449744,0.2799639596117974
0.744899792583986,0.29355405876617074
0.8267196462883712,0.3223597028003483
0.7366427313558157,0.29216084106319357
0.720617514966055,0.30511225558833716
0.7569832115951335,0.30722606802475283
0.7792885933505667,0.2967185972414107
0.7709824053359858,0.30620322180711934
0.7233549669679971,0.2929802857404364
0.7457838323122659,0.29684488488128263
0.7412843795843999,0.29075019445856815
0.6768046455821282,0.2772508214827276
0.8075579438259282,0.3055214645207529
0.8262799897479182,0.3164353266086531
0.7220917461590115,0.2925633164909905
0.7314425739279377,0.2909049885566726
0.7972828719508009,0.3105566264245903
0.7641402162599247,0.29768509791348724
0.7831512815047674,0.30047116450448713
0.767746434614017,0.29299685000426473
0.7169685250399829,0.2907983558810789
0.7074930616873979,0.28831263060746865
0.6448454942077504,0.27843437860447334
0.8083628488281398,0.3117339681317455
0.6983599768808639,0.2824847280206397
0.755138287776331,0.3079836363754517
0.740246993679444,0.29398642846681616
0.7636054565370685,0.3019402329812076
0.8298710914619833,0.31666826609815385
